label,w,w_abs
AATS0dv,-0.02969189955140582,0.02969189955140582
AATS1dv,0.5984532512772766,0.5984532512772766
AATS2dv,0.5302279326882979,0.5302279326882979
AATS3dv,0.68561555730073,0.68561555730073
AATS4dv,0.33249313234065336,0.33249313234065336
AATS5dv,-2.9191747183844776,2.9191747183844776
AATS0d,0.06325538856710622,0.06325538856710622
AATS1d,-0.13461507130187617,0.13461507130187617
AATS2d,1.5114811456613793,1.5114811456613793
AATS3d,0.09701279144693326,0.09701279144693326
AATS4d,0.4809590157759054,0.4809590157759054
AATS5d,0.7506593261049315,0.7506593261049315
AATS0Z,-0.036611669725313066,0.036611669725313066
AATS1Z,0.49963301684895844,0.49963301684895844
AATS2Z,-0.02493054118727702,0.02493054118727702
AATS3Z,-0.440240252129388,0.440240252129388
AATS4Z,-2.1301285901266303,2.1301285901266303
AATS5Z,1.0726491623430217,1.0726491623430217
AATS0m,-0.10887456532296032,0.10887456532296032
AATS1m,0.3701022718814986,0.3701022718814986
AATS2m,-0.13394476164474267,0.13394476164474267
AATS3m,-0.5716314574023662,0.5716314574023662
AATS4m,-2.5426554702346107,2.5426554702346107
AATS5m,0.8861974599695611,0.8861974599695611
AATS0v,-0.3762614254499534,0.3762614254499534
AATS1v,-0.5042155627356131,0.5042155627356131
AATS2v,0.9311013117637019,0.9311013117637019
AATS3v,-0.93100975440726,0.93100975440726
AATS4v,-0.07638502926200183,0.07638502926200183
AATS5v,1.3401417779382894,1.3401417779382894
AATS0se,-0.16776710111018645,0.16776710111018645
AATS1se,1.1284487078826326,1.1284487078826326
AATS2se,-1.1071673153606092,1.1071673153606092
AATS3se,1.8948292701299052,1.8948292701299052
AATS4se,0.9255065043217753,0.9255065043217753
AATS5se,-0.5513452032157017,0.5513452032157017
AATS0pe,-0.2848057557517103,0.2848057557517103
AATS1pe,0.8766619452418514,0.8766619452418514
AATS2pe,-0.7941327582595521,0.7941327582595521
AATS3pe,1.1401980568928816,1.1401980568928816
AATS4pe,0.7398644339715232,0.7398644339715232
AATS5pe,-0.30945071755108033,0.30945071755108033
AATS0are,-0.18018688211696804,0.18018688211696804
AATS1are,1.0192851167501726,1.0192851167501726
AATS2are,-0.6511152655239525,0.6511152655239525
AATS3are,1.5147336562328435,1.5147336562328435
AATS4are,0.9437933488697461,0.9437933488697461
AATS5are,-0.6036539422573316,0.6036539422573316
AATS0p,-0.037873842449071736,0.037873842449071736
AATS1p,-0.07401586485639602,0.07401586485639602
AATS2p,0.8513368059189922,0.8513368059189922
AATS3p,-1.2411976084768899,1.2411976084768899
AATS4p,-0.7431018892943587,0.7431018892943587
AATS5p,1.6107704214441296,1.6107704214441296
AATS0i,-1.6953854187487558,1.6953854187487558
AATS1i,1.9470851407609708,1.9470851407609708
AATS2i,-1.1561961346946512,1.1561961346946512
AATS3i,-0.6704057726276746,0.6704057726276746
AATS4i,-1.7473661068468274,1.7473661068468274
AATS5i,0.8617312311780386,0.8617312311780386
ATSC0c,1.451509252545253,1.451509252545253
ATSC1c,1.1117143956985853,1.1117143956985853
ATSC2c,-1.7168127257945447,1.7168127257945447
ATSC3c,-0.2601844152732427,0.2601844152732427
ATSC4c,0.31882335879580526,0.31882335879580526
