,InChI Key,SMILES,Molecular Weight,H Bond Donors,H Bond Acceptors,Rotatable Bonds,TPSA,Lipinski Number,Veber Number,LogP,Type of Substance,mp_mean,mp_std
426,AWGSUHYXRDHGLK-UHFFFAOYSA-N,COC1=CC=C(OC)C2=C1NC(N)=N2,193.205,2.0,3.0,2.0,73.16,4.0,2.0,0.8220000000000001,heterocyclic,254.0,
427,AWJZZIDNEWGIRK-UHFFFAOYSA-N,CC1=C2OCOC2CC(C)(C)C1=O,182.219,0.0,3.0,0.0,35.53,4.0,2.0,0.8590000000000001,,56.25,
429,AWPCZCUJZRRDNK-UHFFFAOYSA-N,OC1=CC=C(OC2=CC=CN=C2)C=C1,187.198,1.0,1.0,2.0,42.35,4.0,2.0,1.845,,135.0,
433,AXAPYSODVAMVLF-UHFFFAOYSA-N,COC1=CC=C(O)C(=C1)C1=NN=CO1,192.174,1.0,2.0,2.0,68.38,4.0,2.0,2.401,heterocyclic,126.25,
441,AXOMLKBDISIYNA-UHFFFAOYSA-N,O[C]1C2=CC=CC=C2C(=O)C(F)=C1F,195.145,1.0,2.0,0.0,37.3,4.0,2.0,1.564,isocyclic,157.75,
447,AYGSNWBJTYYNQI-UHFFFAOYSA-N,COC1=C(C)C(O)=C(OC)C=C1,168.192,1.0,0.0,2.0,38.69,4.0,2.0,1.404,isocyclic,61.5,
448,AYJXHIDNNLJQDT-UHFFFAOYSA-N,CC1=CC(=O)CC(C)(C)C1=O,152.19299999999996,0.0,2.0,0.0,34.14,4.0,2.0,0.233,isocyclic,20.333333333333332,3.7043517951488116
453,AYLRGNDFDBITNK-UHFFFAOYSA-N,CCC1=COC2=CC=C(O)C=C2C1=O,190.199,1.0,1.0,1.0,46.53,4.0,2.0,1.918,heterocyclic,181.0,
454,AYLYIMQGHWDOSW-UHFFFAOYSA-N,CC1=C2OCOC2=C(C=O)C(O)=C1C,194.187,1.0,1.0,1.0,55.76,4.0,2.0,1.682,heterocyclic,110.5,
455,AYNGAOKTKDMUTQ-UHFFFAOYSA-N,COC1=CC=C(O)C2=C1CCCC2,178.231,1.0,0.0,1.0,29.46,4.0,2.0,2.571,isocyclic,114.625,1.7455300054711176
459,AYNPIRVEWMUJDE-UHFFFAOYSA-N,OC1=CC(Cl)=C(O)C=C1Cl,179.003,2.0,0.0,0.0,40.46,4.0,2.0,2.454,isocyclic,169.15,2.2981876917838253
461,AYOAFLSJLCXUEH-XOEVEMGQSA-N,[H][C@@]12[C@H]3O[C@@H]([C@H]1O)C(C)(C)C(=O)[C@@]23C,182.219,1.0,3.0,0.0,46.53,4.0,2.0,-0.7759999999999999,heterocyclic,115.0,
474,AZQGCWIUTPTOOV-UHFFFAOYSA-N,COC1=CC(O)=CC(C#N)=C1OC,179.175,1.0,1.0,2.0,62.48,4.0,2.0,0.901,isocyclic,156.5,
485,BADMHEPGJDBCEU-UHFFFAOYSA-N,COC1=CC(N)=C(OC)C(N)=C1,168.195,2.0,2.0,2.0,70.5,4.0,2.0,0.218,isocyclic,70.75,
487,BAFPIVSUZRAYKE-UHFFFAOYSA-N,CCOC1=CC=C(OC)C=C1C(N)=O,195.218,1.0,2.0,4.0,61.55,4.0,2.0,1.162,isocyclic,129.0,
490,BAMJTEKKJMCYSO-UHFFFAOYSA-N,CC1=CC(O)(C=CC1=O)C1=CC=CC=C1,200.237,1.0,2.0,1.0,37.3,4.0,2.0,1.79,,74.0,
491,BAMYKVUGRCKVHP-UHFFFAOYSA-N,COC1=CC(O)=C(OC)C=C1C=O,182.176,1.0,1.0,3.0,55.76,4.0,2.0,0.8740000000000001,isocyclic,195.0,
495,BATFCETZIPDVPP-UHFFFAOYSA-N,CC1=CC(O)=C(C=O)C(O)=C1O,168.149,3.0,1.0,1.0,77.76,4.0,2.0,1.745,isocyclic,183.33333333333334,3.0912061651652345
501,BBIWJOQCHYDGKO-UHFFFAOYSA-N,COC1=CC2=C(OCCC2)C(CO)=C1,194.23,1.0,1.0,2.0,38.69,4.0,2.0,1.245,heterocyclic,84.25,
505,BBKVHFMKWWVDPE-UHFFFAOYSA-N,COC1=C(OC)C(=O)C(=O)C=C1Cl,202.594,0.0,4.0,2.0,52.6,4.0,2.0,0.8290000000000001,isocyclic,76.5,
506,BBMYNUHKTGKJRJ-UHFFFAOYSA-N,COC(=O)C1=C(C)C(OC)=CC=C1O,196.203,1.0,2.0,3.0,55.76,4.0,2.0,2.122,isocyclic,50.5,
511,BBQSSRBRRDUBAP-RNFDAIKLSA-N,[H][C@]12[C@@H](O)CCC(=O)[C@@]1([H])[C@@H]1CC[C@H]2C=C1,192.258,1.0,2.0,0.0,37.3,4.0,2.0,1.219,isocyclic,96.0,
513,BBRJZZUFDYMNIY-UHFFFAOYSA-N,CC1=CC(=O)C2C(C1=O)C2(C)C,164.204,0.0,2.0,0.0,34.14,4.0,2.0,0.741,isocyclic,91.5625,4.39770892056307
515,BBRJZZUFDYMNIY-YUMQZZPRSA-N,[H][C@]12C(=O)C=C(C)C(=O)[C@@]1([H])C2(C)C,164.204,0.0,2.0,0.0,34.14,4.0,2.0,0.741,isocyclic,93.5,
517,BBYOKQZQRLRUFE-UHFFFAOYSA-N,O=C1C2OC2C2=CC=CC=C2C1=O,174.15599999999995,0.0,3.0,0.0,46.67,4.0,2.0,0.679,heterocyclic,69.5,
518,BBZDYQUXRFATHZ-UHFFFAOYSA-N,COC1=CC=C(OC)C(CC(O)=O)=C1,196.203,1.0,2.0,4.0,55.76,4.0,2.0,1.279,isocyclic,123.23461538461538,1.3863877545323169
521,BCHDYJVHQMKNQW-UHFFFAOYSA-N,CNC1=CC(=O)C(=O)C=C1OC,167.16400000000004,1.0,4.0,2.0,55.4,4.0,2.0,-0.017,isocyclic,210.0,
522,BCJMNPAUMIVPMS-UHFFFAOYSA-N,COC1=C2OCOC2=C(C)C(=O)C1=O,196.16,0.0,5.0,1.0,61.83,4.0,2.0,0.6,heterocyclic,177.0,
526,BCNWHKVBKCWWHK-UHFFFAOYSA-N,COC1=CC(O)=C2CCOC2=C1O,182.176,2.0,0.0,1.0,58.92,4.0,2.0,0.618,heterocyclic,191.5,
527,BCPZFNZWDMYMJN-UHFFFAOYSA-N,COC1=CC(C(C)=O)=C(O)C(Cl)=C1,200.622,1.0,1.0,2.0,46.53,4.0,2.0,2.459,isocyclic,78.5,
542,BDRZZTGLBKFLHP-RTXFEEFZSA-N,[H][C@]12C[C@]11CC[C@]1(O)C1=C(C=CC=C1)C2=O,200.237,1.0,2.0,0.0,37.3,4.0,2.0,1.226,isocyclic,107.5,
543,BDTBWGUMDDUYSH-UHFFFAOYSA-N,COC1=CC(=C(O)C(C)=C1)C(C)(C)O,196.246,2.0,1.0,2.0,49.69,4.0,2.0,2.011,isocyclic,99.5,
546,BDXXLJWIATWAMJ-UHFFFAOYSA-N,CC1=CC2=C(C3=C1OC=C3)C(=O)C=CO2,200.194,0.0,1.0,0.0,39.44,4.0,2.0,1.948,heterocyclic,140.0,
549,BEEGGDGBJZCZHX-UHFFFAOYSA-N,COC1=CC=C2OCC3=C(N=NN3)C2=C1,203.2,1.0,3.0,1.0,60.03,4.0,2.0,1.5419999999999998,,175.6,
550,BEFPSIBKJLQQME-UHFFFAOYSA-N,CCOC1=CC(=C(OC)C=C1)N(=O)=O,197.191,0.0,0.0,4.0,64.28,4.0,2.0,2.167,isocyclic,38.300000000000004,2.246478726065899
553,BELKEMFNMFUBLW-UHFFFAOYSA-N,CC1=C(C)C(O)=C(C=O)C=C1O,166.17700000000005,2.0,1.0,1.0,57.53,4.0,2.0,1.787,isocyclic,149.5,
554,BELNOGASKGGKJQ-UHFFFAOYSA-N,CCOC1=C(O)C=C(C)C(O)=C1,168.192,2.0,0.0,2.0,49.69,4.0,2.0,1.506,isocyclic,131.0,
561,BEPNJPZENSWTLL-UHFFFAOYSA-N,CN1N=C2C(=N1)C(=O)C(C)=C(C)C2=O,191.189,0.0,5.0,0.0,64.85,4.0,2.0,0.552,heterocyclic,208.0,
564,BEXJASOHKVMRJJ-UHFFFAOYSA-N,CCOC1=C(O)C=CC(O)=C1C(C)=O,196.203,2.0,1.0,3.0,66.76,4.0,2.0,1.586,isocyclic,102.75,
570,BFCNOHPESPOWCH-UHFFFAOYSA-N,COC1=CC=C2OCOC3=C2C1=CC=C3,202.21,0.0,0.0,1.0,27.69,4.0,2.0,2.96,heterocyclic,98.0,
571,BFCYFLIRVXCXMW-UHFFFAOYSA-N,OC1=C2SCCC(=O)C2=C(O)C=C1,196.227,2.0,1.0,0.0,82.83,4.0,2.0,1.384,heterocyclic,183.5,
578,BFMCWXXRMPGAQV-UHFFFAOYSA-N,COC1=C2OCOC2=C2OC=CC2=C1,192.171,0.0,0.0,1.0,40.83,4.0,2.0,1.469,heterocyclic,67.5,
580,BFPSZGLTUNHXAE-MWLCHTKSSA-N,[H][C@]12O[C@@]1([H])C(C)(C)C(=O)C1=C2C=CC=C1,188.226,0.0,2.0,0.0,29.6,4.0,2.0,1.651,heterocyclic,111.5,
585,BFUBIUBVFUKOJL-UHFFFAOYSA-N,CC1(C)OCC2=CC(O)=CC=C2O1,180.203,1.0,1.0,0.0,38.69,4.0,2.0,2.043,heterocyclic,78.5,
588,BGDCCRREONANRN-LYFYHCNISA-N,C[C@@]1(O)C=CC(=O)[C@@H]2O[C@H]12,140.139,1.0,3.0,0.0,49.83,4.0,2.0,-0.835,heterocyclic,90.75,
590,BGDMJTPIDNOWNL-UHFFFAOYSA-N,CCC(C)NCC1=CC(O)=CC=C1O,195.261,3.0,1.0,4.0,52.49,4.0,2.0,2.392,isocyclic,115.5,
594,BGNXCDMCOKJUMV-UHFFFAOYSA-N,CC(C)(C)C1=CC(O)=CC=C1O,166.22,2.0,0.0,1.0,40.46,4.0,2.0,2.8160000000000003,isocyclic,129.25666666666666,0.987955239651856
596,BGOCSMGSQHBPQH-MYJAWHEDSA-N,[H][C@@]12[C@H]([C@]1([H])C(=O)C=CC2=O)C(C)(C)C,178.231,0.0,2.0,1.0,34.14,4.0,2.0,1.6369999999999998,isocyclic,120.0,
597,BGODBBGSNVNNNS-UHFFFAOYSA-N,COC1C(O)C(=O)C(C)=CC1=O,170.165,1.0,4.0,1.0,63.6,4.0,2.0,-0.841,isocyclic,107.0,
608,BHAVAANVPKHIJG-UHFFFAOYSA-N,COC1=CC=C(OC2=NN=CC=C2)C=C1,202.213,0.0,2.0,3.0,44.24,4.0,2.0,2.064,heterocyclic,88.5,
609,BHCNWZSRSNTYNA-UHFFFAOYSA-N,O=C1OC2=C3C(CCCN13)C(=O)C=C2,191.186,0.0,4.0,0.0,46.61,4.0,2.0,0.065,heterocyclic,161.5,
615,BHPAOYFDKBWZDG-UHFFFAOYSA-N,CC1=CC(=O)C(C)(C)CC1=O,152.19299999999996,0.0,2.0,0.0,34.14,4.0,2.0,0.233,isocyclic,84.83333333333333,1.0274023338281628
626,BICKESFFPNUTFX-UHFFFAOYSA-N,CC(=NO)C1=CC(O)=C(Cl)C=C1O,201.609,3.0,0.0,1.0,73.05,4.0,2.0,1.952,isocyclic,190.0,
628,BIGRGUKFIQWBMD-HSXDQEQGSA-N,CC(=O)O[C@@H]1C[C@@H]2C3[C@@H]1[C@H]3C2=O,166.17700000000005,0.0,3.0,2.0,43.37,4.0,2.0,-0.155,isocyclic,49.0,
634,BJHIFJVFVRTWNY-UHFFFAOYSA-N,CC(C)C1=CC(O)=C(C)C(CO)=C1O,196.246,3.0,1.0,2.0,60.69,4.0,2.0,2.248,isocyclic,127.5,
636,BJHQGORPGCMDGC-UHFFFAOYSA-N,COC1=C2OC=CC2=C(O)C(C=O)=C1,192.171,1.0,1.0,2.0,59.67,4.0,2.0,1.431,heterocyclic,92.0,
639,BJJXHNRZRHRNBB-ZKCHVHJHSA-N,C[C@@]1(OO)C=C[C@@](C)(OO)C=C1,172.18099999999995,2.0,4.0,2.0,58.92,4.0,2.0,0.64,isocyclic,123.5,
642,BJNJOYZVNBYAJL-UHFFFAOYSA-N,COC1=CC(CO)=C(OC)C=C1CO,198.219,2.0,2.0,4.0,58.92,4.0,2.0,0.23,isocyclic,163.66666666666666,0.6236095644623235
645,BJOOFZHKNRQNHI-UHFFFAOYSA-N,CC1(C)COC2(CCC(=O)C=C2)OC1,196.246,0.0,3.0,0.0,35.53,4.0,2.0,0.8240000000000001,heterocyclic,67.0,
647,BJOPOVQRPOSWLW-KVFPUHGPSA-N,CC1(C)O[C@H]2[C@@H](O1)[C@@H](O)C=C[C@H]2O,186.208,2.0,4.0,0.0,58.92,4.0,2.0,-0.114,heterocyclic,123.5,
650,BJOPOVQRPOSWLW-SOSBWXJGSA-N,[H][C@@]12OC(C)(C)O[C@]1([H])[C@@H](O)C=C[C@H]2O,186.208,2.0,4.0,0.0,58.92,4.0,2.0,-0.114,heterocyclic,101.16666666666667,0.9428090415820634
653,BJOPOVQRPOSWLW-WCTZXXKLSA-N,CC1(C)O[C@H]2[C@H](O1)[C@H](O)C=C[C@H]2O,186.208,2.0,4.0,0.0,58.92,4.0,2.0,-0.114,heterocyclic,143.0,
655,BJOPOVQRPOSWLW-XUTVFYLZSA-N,CC1(C)O[C@H]2[C@@H](O1)[C@H](O)C=C[C@H]2O,186.208,2.0,4.0,0.0,58.92,4.0,2.0,-0.114,heterocyclic,122.5,0.0
664,BKALSUSZFCSQDJ-UHFFFAOYSA-N,CC1=C2OC(C)(C)CCC2=CC(O)=C1,192.258,1.0,0.0,0.0,29.46,4.0,2.0,2.838,heterocyclic,82.68333333333334,1.673486048808161
666,BKATVIXTBRZMMC-UHFFFAOYSA-N,COC1=CC(=O)C2=NOC(N)=C2C1=O,194.147,1.0,4.0,1.0,95.42,4.0,2.0,0.183,heterocyclic,219.0,
669,BKBYSQQXQCYRPE-UHFFFAOYSA-N,OC1=C2CC(=O)C2=C(O)C=C1,150.134,2.0,1.0,0.0,57.53,4.0,2.0,0.594,isocyclic,189.5,
674,BKGKETOMPGYIPN-UHFFFAOYSA-N,CC1(C)CC(=O)C(O)=C(O)C1=O,170.165,2.0,4.0,0.0,74.6,4.0,2.0,1.177,isocyclic,107.0,
676,BKKKQIUNJMHXOT-UHFFFAOYSA-N,COC1=CC=C(OC)C2=C1SN=N2,196.23,0.0,2.0,2.0,72.48,4.0,2.0,1.578,heterocyclic,120.0,
680,BKNOBKLILWOFRK-UHFFFAOYSA-N,COC1=CC=C2OC(C#N)=C(C)C2=C1,187.198,0.0,1.0,1.0,46.16,4.0,2.0,1.897,heterocyclic,82.0,
689,BKVCXCWYRTVTTP-UHFFFAOYSA-N,CC1(C)CC(=O)C(C)(C)C(=O)C1O,184.235,1.0,3.0,0.0,54.37,4.0,2.0,0.74,isocyclic,118.5,
690,BKYQHRSVSLQLLQ-UHFFFAOYSA-N,COC1=C(N)C=C2OCOC2=C1,167.16400000000004,1.0,1.0,1.0,53.71,4.0,2.0,0.609,heterocyclic,56.0,
693,BLBBYRQMWLMRFX-UHFFFAOYSA-N,CC(C)C1(O)CC(=O)C(C)=CC1=O,182.219,1.0,3.0,1.0,54.37,4.0,2.0,0.16899999999999998,isocyclic,82.5,
696,BLFZVUUGIGCQPO-ONFVWQTASA-N,[H][C@@]12[C@H]3C[C@@H]([C@H]1O)C(C)(C)C(=O)[C@@]23C,180.247,1.0,2.0,0.0,37.3,4.0,2.0,0.162,isocyclic,88.0,
699,BLJNJOYIJKDPIF-UHFFFAOYSA-N,CC1=C(O)C(C#N)=C(C)C(O)=C1,163.17600000000004,2.0,1.0,0.0,64.25,4.0,2.0,1.385,isocyclic,219.5,
703,BLOUTYQUGHUFFJ-UHFFFAOYSA-N,CC1=C(O)C(C=O)=CC2=C1OCO2,180.16,1.0,1.0,1.0,55.76,4.0,2.0,1.456,heterocyclic,94.0,
708,BLXGSJAZCDGAEF-UHFFFAOYSA-N,NNC(=O)C1=C(O)C=CC(O)=C1,168.15200000000004,4.0,3.0,2.0,95.58,4.0,2.0,0.475,isocyclic,213.78571428571428,4.861342722049587
713,BMAMEMIQKNYNIE-UHFFFAOYSA-N,OC1=CC(C(=O)N=N#N)=C(O)C=C1,179.135,2.0,4.0,2.0,107.28,4.0,2.0,0.653,isocyclic,73.0,
716,BMEAGAYNVLQWPQ-UHFFFAOYSA-N,OC1=CC=C2OC(=O)C(=O)CC2=C1,178.144,1.0,2.0,0.0,63.6,4.0,2.0,0.562,heterocyclic,225.0,
723,BMKAWKLDJGDVJQ-FUABNLTJSA-N,[H][C@]12O[C@@]1([H])[C@]1(O)C[C@H](C)O[C@]1([H])CC2=O,184.192,1.0,4.0,0.0,59.06,4.0,2.0,-1.006,,104.5,
728,BMVSQDNWPAEYRO-UHFFFAOYSA-N,CC1(CC#N)C(=O)OC2=CC=C(O)C=C12,203.197,1.0,2.0,1.0,70.32,4.0,2.0,1.06,,151.25,
729,BMVWWIXKJQFARB-UHFFFAOYSA-N,CC1=C(O)C(C)=C2CC(=O)OC2=C1,178.188,1.0,1.0,0.0,46.53,4.0,2.0,1.36,heterocyclic,143.5,
730,BNCBBCCPKKXEED-UHFFFAOYSA-N,COC1=CC=C2OC(=N)C(=CC2=C1)C#N,200.197,1.0,2.0,1.0,66.1,4.0,2.0,1.736,heterocyclic,194.0,
731,BNCIBDWMRTUPOE-UHFFFAOYSA-N,O=C1C2=NON=C2C(=O)C2=CC=CC=C12,200.153,0.0,2.0,0.0,73.06,4.0,2.0,1.9,heterocyclic,198.0,
734,BNHALIZKGIIKPD-UHFFFAOYSA-N,CNC1=CC(=O)CCC1O,141.17,2.0,3.0,1.0,49.33,4.0,2.0,-0.102,isocyclic,131.0,
738,BNIJRAOENWXHTM-UHFFFAOYSA-N,CC1CC(C)OC2(O1)C=CC(=O)C=C2,194.23,0.0,3.0,0.0,35.53,4.0,2.0,1.267,heterocyclic,66.0,
741,BNMCPQJHABZPMJ-UHFFFAOYSA-N,COC1=C(OC)C=C(O)C(C)=C1,168.192,1.0,0.0,2.0,38.69,4.0,2.0,1.404,isocyclic,85.75,3.031088913245535
746,BNRGPDSIZZYESU-UHFFFAOYSA-N,CCCCCC1=C(O)C=CC(OC)=C1,194.274,1.0,0.0,5.0,29.46,4.0,2.0,3.928,isocyclic,44.0,
748,BOBUGDGTNSBMLV-UHFFFAOYSA-N,CCCC1=C(O)C2=C(C=CC=C2)C(O)=C1,202.253,2.0,0.0,2.0,40.46,4.0,2.0,3.735,isocyclic,133.5,
749,BODXKDUDZGDBDX-UHFFFAOYSA-N,CC(=O)C1(O)C=C(C)C(=O)C(C)=C1,180.203,1.0,3.0,1.0,54.37,4.0,2.0,-0.092,isocyclic,113.0,
755,BOTGCZBEERTTDQ-UHFFFAOYSA-N,COC1=CC=C(O)C2=CC=CC=C12,174.199,1.0,0.0,1.0,29.46,4.0,2.0,2.797,isocyclic,127.90384615384616,3.150913270445542
758,BOUVSUDOCOJPPP-UHFFFAOYSA-N,CC1=CC2(OCCO2)C(C)=C(C)C1O,196.246,1.0,3.0,0.0,38.69,4.0,2.0,-0.588,heterocyclic,129.5,
762,BPGSDJGSFVRDEF-UHFFFAOYSA-N,CC(=O)SC1=CC(O)=CC=C1O,184.216,2.0,1.0,2.0,82.83,4.0,2.0,1.342,isocyclic,141.0,
765,BPIJAZCQKIVWIQ-UHFFFAOYSA-N,COC1=C(O)C(O)=C(C)C(C)=C1O,184.192,3.0,0.0,1.0,69.92,4.0,2.0,1.332,isocyclic,120.5,
767,BPKUTXDHBQPQIM-UHFFFAOYSA-N,CC1(C)OC2=CC=C(O)C=C2C1=O,178.188,1.0,1.0,0.0,46.53,4.0,2.0,1.506,heterocyclic,158.5,
771,BPTNBUUXJJQLIO-UHFFFAOYSA-N,CC1C2CCC(=O)C1C(=O)O2,154.166,0.0,3.0,0.0,43.37,4.0,2.0,-0.042,heterocyclic,83.5,
774,BPWHJDGLQHQFRO-UHFFFAOYSA-N,CCCCC1=CC(O)=CC(C=O)=C1O,194.23,2.0,1.0,4.0,57.53,4.0,2.0,3.1630000000000003,isocyclic,106.5,
776,BPXLJBCHDHYHHP-UHFFFAOYSA-N,CC1CC(=O)C2=C(O1)C=C(C)C(O)=C2,192.21400000000003,1.0,1.0,0.0,46.53,4.0,2.0,1.714,heterocyclic,184.0,
780,BQCNSTFWSKOWMA-GORDUTHDSA-N,COC(=O)\C=C\C1=C(O)C=CC(O)=C1,194.187,2.0,2.0,3.0,66.76,4.0,2.0,1.418,isocyclic,173.5,
792,BQODWKVFKSFKMB-UHFFFAOYSA-N,CC1=C(C(O)=O)C(O)=CC=C1O,168.149,3.0,2.0,1.0,77.76,4.0,2.0,1.48,isocyclic,216.83333333333334,2.953340857778225
795,BQRKJZNBNQVTOR-UHFFFAOYSA-N,NC(=O)OC1=CC=C(O)C=C1,153.137,2.0,2.0,2.0,72.55,4.0,2.0,0.523,isocyclic,221.0,
800,BRDIEXWCAJNNQS-UHFFFAOYSA-N,CC1=CC=C(C=C1)C1=C(O)C=CC(O)=C1,200.237,2.0,0.0,1.0,40.46,4.0,2.0,3.587,isocyclic,121.625,1.3863170633011772
803,BRENVJPPZRBCPU-UHFFFAOYSA-N,COC1=CC=C2OC(Cl)=NC2=C1,183.594,0.0,1.0,1.0,35.26,4.0,2.0,1.754,heterocyclic,69.5,
804,BRFHFJKYCCQBNQ-UHFFFAOYSA-N,COC1(C=CC(=O)C=C1)C1=CC=CC=C1,200.237,0.0,2.0,2.0,26.3,4.0,2.0,2.128,isocyclic,89.45833333333333,2.701915472812246
806,BRGMTYGMNXJCCG-RWEMILLDSA-N,[H][C@]12C[C@H](C)[C@@]1(O)C1=CC=CC=C1C(=O)C2,202.253,1.0,2.0,0.0,37.3,4.0,2.0,1.533,,88.5,
807,BRIDIXYUUCVCGI-UHFFFAOYSA-N,COC1=C(O)C=C(C)C(O)=C1,154.166,2.0,0.0,1.0,49.69,4.0,2.0,1.083,isocyclic,125.5,1.4142135623730951
813,BRTSGQQDOAFIJW-RNJXMRFFSA-N,[H][C@@]12OC(C)(C)O[C@]1([H])[C@H](O)C(=O)C=C2,184.192,1.0,4.0,0.0,55.76,4.0,2.0,0.308,heterocyclic,152.5,
815,BRWDVSNHXXDOGT-UHFFFAOYSA-N,COC1=C2C(O)=CC=CC2=C(O)C=C1,190.199,2.0,0.0,1.0,49.69,4.0,2.0,2.391,isocyclic,151.0,
816,BRYFYZHWJZZLIS-UHFFFAOYSA-N,CC1=CC(O)=C2C(=O)OCC2=C1O,180.16,2.0,2.0,0.0,66.76,4.0,2.0,1.06,heterocyclic,168.5,
821,BSLBPEFKIZVHGV-UHFFFAOYSA-N,COC1=C(O)C(OC)=C(OC)C=C1,184.192,1.0,0.0,3.0,47.92,4.0,2.0,1.093,isocyclic,47.5,
824,BSMMLVHHLGUGMW-ZQARSLAVSA-N,[H][C@@]12CC(=O)C=C[C@]1(C)O[C@@H](C)O2,168.192,0.0,3.0,0.0,35.53,4.0,2.0,0.336,,58.0,
825,BSRFZJMVFOPNKR-UHFFFAOYSA-N,CC1=C(O)C(=O)CC(C)(C)C1=O,168.192,1.0,3.0,0.0,54.37,4.0,2.0,0.581,isocyclic,137.5,2.7613402542968153
827,BSRPSMQTYCJWCL-UHFFFAOYSA-N,COC1=C(O)C=C2OC=C(O)C2=C1O,196.16,3.0,0.0,1.0,83.06,4.0,2.0,0.8190000000000001,heterocyclic,209.0,
834,BSXSJYBBILQLAS-UHFFFAOYSA-N,COC(=O)COC1=CC=C(OC)C=C1,196.203,0.0,2.0,5.0,44.76,4.0,2.0,1.555,isocyclic,48.166666666666664,2.2484562605386733
836,BSZROLGDSDRYJH-UHFFFAOYSA-N,NC1=CC(O)=CC=C1OC1=CC=CC=C1,201.225,2.0,1.0,2.0,55.48,4.0,2.0,2.28,isocyclic,155.0,
837,BSZSOEBAOJYPHD-UHFFFAOYSA-N,COC1=CC(O)=C(OC)C=C1N(=O)=O,199.163,1.0,0.0,3.0,84.51,4.0,2.0,1.07,isocyclic,147.0,
844,BTRAXMCPHYMXAL-UHFFFAOYSA-N,COC1=CC=C2OCC(C=O)=CC2=C1,190.199,0.0,1.0,2.0,35.53,4.0,2.0,1.463,heterocyclic,50.375,1.192424001771182
852,BULGMYZDYBIFSK-UHFFFAOYSA-N,COC1=CC=C(OC)C2=C1NC=C2C,191.23,1.0,1.0,2.0,34.25,4.0,2.0,2.186,heterocyclic,118.0,
854,BUOZFAGGJKSWDA-UHFFFAOYSA-N,COC1=C(OC)C=C(CCN)C(O)=C1,197.234,2.0,1.0,4.0,64.71,4.0,2.0,0.458,isocyclic,124.5,
855,BUUIFNQPMQGHMH-UHFFFAOYSA-N,COC1=CC2=C(Cl)C(O)=CC=C2O1,198.606,1.0,0.0,1.0,42.6,4.0,2.0,2.688,heterocyclic,101.5,
863,BVFFIAMQZBAALK-UHFFFAOYSA-N,CCOC12OCOC1=CC(=O)C=C2,182.176,0.0,4.0,2.0,44.76,4.0,2.0,0.456,heterocyclic,58.0,
864,BVFUIEHFSIOGTI-KDXUFGMBSA-N,CO[C@]12O[C@H](C=C1)[C@@H](CO)[C@H]2CO,186.208,2.0,4.0,3.0,58.92,4.0,2.0,-0.914,heterocyclic,151.5,
865,BVGMRLNIGYWCDL-UHFFFAOYSA-N,COC1=CC=C(O)C2=C1OC(C)=C2C,192.21400000000003,1.0,0.0,1.0,42.6,4.0,2.0,1.723,heterocyclic,106.75,
868,BVPHFZWJQTYHDJ-XKNYDFJKSA-N,O1[C@@H]2[C@H]3O[C@H]3C3=CC=CC=C3[C@H]12,160.172,0.0,2.0,0.0,25.06,4.0,2.0,1.088,heterocyclic,133.0,
880,BWMILSPWZNVYJG-WHTMUANBSA-N,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C1=O,192.169,4.0,6.0,1.0,107.22,4.0,2.0,-1.6740000000000002,isocyclic,179.0,
894,BXDXNVKNDCGOQR-UHFFFAOYSA-N,C1CC2CCC3=COC4=CC=C(O1)C2=C34,200.237,0.0,0.0,0.0,22.37,4.0,2.0,2.67,heterocyclic,89.0,
895,BXEGDARYHGOEBD-UHFFFAOYSA-N,COC(=O)C1=C(O)C(O)=CC(C)=C1O,198.175,3.0,2.0,2.0,86.99,4.0,2.0,1.985,isocyclic,123.0,
898,BXEPXNJZQDKLGV-UHFFFAOYSA-N,O=C1C2CC2C2(OCCO2)C2CC12,180.203,0.0,3.0,0.0,35.53,4.0,2.0,-0.287,heterocyclic,85.5,
903,BXJGUBZTZWCMEX-UHFFFAOYSA-N,CC1=C(O)C=CC(O)=C1C,138.166,2.0,0.0,0.0,40.46,4.0,2.0,1.662,isocyclic,222.02777777777777,2.796188984941142
910,BXUXORALEIRURR-UHFFFAOYSA-N,CC1=C2OCCCOC2=C(C)C(O)=C1,194.23,1.0,0.0,0.0,38.69,4.0,2.0,1.778,heterocyclic,120.0,
914,BYDIGPFTCNRSGQ-FKTZTGRPSA-N,O[C@H]1[C@@H]2O[C@@H]2C(=O)C2=CC=CC=C12,176.172,1.0,3.0,0.0,49.83,4.0,2.0,0.393,heterocyclic,61.25,
917,BYDIGPFTCNRSGQ-UJNFCWOMSA-N,O[C@@H]1[C@@H]2O[C@@H]2C(=O)C2=CC=CC=C12,176.172,1.0,3.0,0.0,49.83,4.0,2.0,0.393,heterocyclic,145.33333333333334,0.8498365855987975
923,BYOPSCVORPQJID-UHFFFAOYSA-N,OC1=C(C=C2OCOC2=C1)N(=O)=O,183.12,1.0,0.0,1.0,84.51,4.0,2.0,1.855,heterocyclic,90.75,5.365786677335083
931,BZAJRJIMOLQZJP-UHFFFAOYSA-N,OC1(O)C2OC2C2=CC=CC=C2C1=O,192.171,2.0,4.0,0.0,70.06,4.0,2.0,0.366,heterocyclic,95.5,
